name,rating,ctype,highly_rated,critically_rated
Jhajharia Nirman Limited,4.2,Engineering & Construction,"Company Culture, Work Life Balance, Job Security",
MRL Tyres,3.5,Auto Components,"Company Culture, Work Satisfaction, Job Security",
Locobuzz,2.9,Software Product,"Job Security, Company Culture, Promotions",
NPCC Engineering,3.7,Oil & Gas,"Work Life Balance, Job Security, Work Satisfaction",Promotions
Ambrane India,4.6,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Job Security",
Sohan Lal Commodity Management,3.9,Logistics,"Company Culture, Work Life Balance, Skill Development",Promotions
SAP-Concur,4.0,Software Product,"Work Life Balance, Job Security, Skill Development",Promotions
Element14,3.8,Semiconductors,Work Life Balance,"Promotions, Skill Development, Salary"
Infoblox,3.8,IT Services & Consulting,"Company Culture, Job Security, Salary",
Fasal,3.2,Agriculture,"Job Security, Promotions, Work Satisfaction",
Zacks Research,2.8,Financial Services,"Promotions, Skill Development, Salary",
Sun King,3.6,Electronics Manufacturing,Company Culture,Promotions
Nxtra Data,4.1,IT Services & Consulting,"Work Life Balance, Work Satisfaction, Skill Development",Promotions
Prestige Estates Projects,4.5,Real Estate,"Job Security, Company Culture, Work Life Balance",
Paras Spices,3.6,Food Processing,"Company Culture, Promotions, Work Satisfaction",
Sakshi,3.6,Printing & Publishing,"Job Security, Work Life Balance, Work Satisfaction","Promotions, Salary"
Voylla,3.2,Jewellery,"Promotions, Work Satisfaction, Skill Development",
Thar Worx,3.9,BPO,Work Life Balance,Promotions
Tekskills,3.7,IT Services & Consulting,Promotions,
IIT Kharagpur,4.2,Education & Training,"Skill Development, Work Life Balance, Work Satisfaction","Promotions, Salary"
Sidel,3.7,Industrial Machinery,Work Life Balance,"Promotions, Skill Development, Work Satisfaction"
K2k Infrastructure,4.0,Engineering & Construction,"Job Security, Skill Development, Company Culture",
Cognus Technology,2.1,IT Services & Consulting,"Promotions, Salary, Company Culture",
AVIZVA,2.3,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction",
Shubham EPC,4.0,Engineering & Construction,"Company Culture, Work Satisfaction, Skill Development",
Apcotex Industries,3.7,Chemicals,"Promotions, Salary, Work Satisfaction",
WAE,3.4,Waste Management,"Job Security, Promotions, Work Life Balance",
Silver Consumer Electricals,3.3,Industrial Machinery,Salary,"Job Security, Company Culture, Skill Development"
ENTRI SOFTWARE,3.9,EdTech,"Company Culture, Salary","Promotions, Job Security"
Infinite HR Solutions,3.2,Bengaluru +15 other locations,"Promotions, Skill Development, Company Culture",
Kantar Operations,4.0,Analytics & KPO,"Company Culture, Work Life Balance","Promotions, Salary"
Unify Facility Management,4.3,Facility Management Services,"Company Culture, Skill Development, Work Life Balance",
Dozco,4.0,Industrial Machinery,"Work Life Balance, Job Security, Company Culture",Promotions
Creative Garments,3.9,Fashion & Textile,"Job Security, Promotions, Company Culture",
ETP International,3.1,Power,"Promotions, Work Satisfaction, Company Culture",
Mindcrest,2.5,Legal,"Promotions, Skill Development, Company Culture",
ATC (Assam),4.1,Logistics,"Work Life Balance, Salary, Work Satisfaction",
Agriculture Insurance Company of India,4.1,Insurance,"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Job Security"
Shakti Precision Components,3.6,Other,"Promotions, Job Security, Salary",
Montage Enterprises,3.0,Packaging,"Promotions, Company Culture, Salary",
K2k Infrastructure,4.0,Engineering & Construction,"Job Security, Skill Development, Company Culture",
Thar Worx,3.9,BPO,Work Life Balance,Promotions
Shubham EPC,4.0,Engineering & Construction,"Company Culture, Work Satisfaction, Skill Development",
Apcotex Industries,3.7,Chemicals,"Promotions, Salary, Work Satisfaction",
IIT Kharagpur,4.2,Education & Training,"Skill Development, Work Life Balance, Work Satisfaction","Promotions, Salary"
WAE,3.4,Waste Management,"Job Security, Promotions, Work Life Balance",
Infinite HR Solutions,3.2,Bengaluru +15 other locations,"Promotions, Skill Development, Company Culture",
Etraveli Group,2.7,Internet,"Promotions, Job Security, Company Culture",
Cognus Technology,2.1,IT Services & Consulting,"Promotions, Salary, Company Culture",
Kamdhenu Paints,3.0,Building Material,"Promotions, Work Satisfaction, Job Security",
Silver Consumer Electricals,3.3,Industrial Machinery,Salary,"Job Security, Company Culture, Skill Development"
ENTRI SOFTWARE,3.9,EdTech,"Company Culture, Salary","Promotions, Job Security"
Pixon Energy,4.1,Electrical Equipment,"Work Life Balance, Company Culture, Salary",
Rhysley Private Limited,3.1,Fashion & Textile,"Job Security, Promotions, Work Life Balance",
Rivulis Irrigation,4.4,Agriculture,"Work Life Balance, Work Satisfaction, Skill Development",
Best Koki Automotive,3.5,Auto Components,"Promotions, Job Security, Company Culture",
Barco Electronic Systems,4.1,Consumer Electronics & Appliances,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Axis Mutual Fund,3.8,Financial Services,"Promotions, Work Satisfaction, Skill Development",
Crescendo Global,4.3,Recruitment,"Work Life Balance, Skill Development, Company Culture",
Major Brands,3.9,Retail,"Work Satisfaction, Promotions",
Asclepius Wellness,3.8,Fitness & Wellness,Work Life Balance,Promotions
Nelco,3.9,Telecom,Job Security,"Promotions, Skill Development, Salary"
Alliance University,3.7,Education & Training,Salary,"Job Security, Promotions, Skill Development"
Portescap,3.7,Electronics Manufacturing,"Company Culture, Work Life Balance","Promotions, Job Security"
Digital Aptech,4.4,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",
First Step Babywear,4.1,Fashion & Textile,"Job Security, Company Culture, Work Life Balance",Promotions
CriticalRiver,3.1,IT Services & Consulting,"Promotions, Work Satisfaction, Job Security",
Futures First info Services,3.4,Financial Services,"Job Security, Work Life Balance, Promotions",
Tim Hortons,3.1,New Delhi +21 other locations,"Promotions, Company Culture, Work Satisfaction",
Tcil,3.8,Telecom,"Work Life Balance, Company Culture, Skill Development","Promotions, Job Security, Salary"
Surya Food & Agro Limited,3.1,Food Processing,"Job Security, Company Culture, Work Satisfaction",
Galderma,3.5,Healthcare,Salary,"Job Security, Promotions, Work Life Balance"
Suwasthi,2.4,Beauty & Personal Care,"Work Life Balance, Job Security, Promotions",
PharmaZell,4.3,Pharma,"Salary, Job Security, Company Culture",
Peerless Biotech,4.4,Medical Equipment,"Skill Development, Work Satisfaction, Work Life Balance",
Faber Sindoori Management Services,3.6,Facility Management Services,"Promotions, Company Culture, Salary",
Solitaire World,4.2,Real Estate,"Salary, Work Life Balance, Company Culture",
Borosil Renewables,3.7,Power,"Promotions, Company Culture, Work Satisfaction",
Mehta Cad Cam Systems,3.9,Industrial Machinery,"Work Life Balance, Job Security","Salary, Promotions"
Group Surya Peb,3.4,Engineering & Construction,"Promotions, Skill Development, Work Satisfaction",
Hilton Garden Inn,4.0,Hospitality,Skill Development,"Work Life Balance, Promotions, Salary"
CommVault,3.7,Software Product,"Company Culture, Work Life Balance, Salary","Promotions, Job Security, Work Satisfaction"
Privat Hospital,4.1,Healthcare,"Work Life Balance, Work Satisfaction, Skill Development",
Indian Institute of Management,3.7,Education & Training,Work Life Balance,"Promotions, Job Security"
Ameyo,3.7,Software Product,"Job Security, Work Satisfaction, Promotions",
Futures First info Services,3.4,Financial Services,"Job Security, Work Life Balance, Promotions",
CriticalRiver,3.1,IT Services & Consulting,"Promotions, Work Satisfaction, Job Security",
Tim Hortons,3.1,New Delhi +21 other locations,"Promotions, Company Culture, Work Satisfaction",
Tcil,3.8,Telecom,"Work Life Balance, Company Culture, Skill Development","Promotions, Job Security, Salary"
Surya Food & Agro Limited,3.1,Food Processing,"Job Security, Company Culture, Work Satisfaction",
Galderma,3.5,Healthcare,Salary,"Job Security, Promotions, Work Life Balance"
Suwasthi,2.4,Beauty & Personal Care,"Work Life Balance, Job Security, Promotions",
Raj Industries,3.6,Packaging,"Promotions, Job Security",
Patil Automation,3.3,Industrial Automation,"Work Life Balance, Promotions, Salary",
Priyagold Biscuits,2.7,Food Processing,"Job Security, Company Culture, Work Satisfaction",
Sri Balaji Action Medical Institute,3.9,Healthcare,Work Life Balance,"Promotions, Job Security"
Techouts,4.0,IT Services & Consulting,"Skill Development, Company Culture, Work Life Balance",
Klassic Wheels,2.7,Auto Components,"Salary, Promotions, Company Culture",
Classic Marble Company,3.5,Building Material,"Promotions, Work Satisfaction, Work Life Balance",
Cairn Oil,4.0,Barmer +16 other locations,"Salary, Work Life Balance",Job Security
Privat Hospital,4.1,Healthcare,"Work Life Balance, Work Satisfaction, Skill Development",
CommVault,3.7,Software Product,"Company Culture, Work Life Balance, Salary","Promotions, Job Security, Work Satisfaction"
Krishak Bharati Cooperative,4.4,Agro Chemicals,"Job Security, Work Life Balance, Salary",
Nirmal Industrial Controls,3.8,Industrial Automation,"Company Culture, Job Security, Skill Development",Promotions
Hilton Garden Inn,4.0,Hospitality,Skill Development,"Work Life Balance, Promotions, Salary"
Vipul Motors,3.6,Automobile,Promotions,
Srei Sahaj e-Village,4.5,Retail,"Skill Development, Company Culture, Work Life Balance",
Vee Gee Auto Components,3.9,Auto Components,"Skill Development, Salary",
Xcelore,4.8,IT Services & Consulting,"Company Culture, Skill Development, Work Life Balance",
Healthworld Hospitals,4.0,Healthcare,"Skill Development, Job Security, Salary",Promotions
GKB RX Lens,4.0,Medical Equipment,"Company Culture, Skill Development",Promotions
CEC International,3.9,Engineering & Construction,"Work Satisfaction, Skill Development, Work Life Balance",
Shiksha Financial Services India,4.3,NBFC,"Work Life Balance, Work Satisfaction, Skill Development",
GKN Sinter Metals,3.9,Auto Components,"Promotions, Work Satisfaction, Job Security",
ESSPL,4.0,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",Promotions
Ojas Innovative Technologies,3.6,IT Services & Consulting,"Promotions, Job Security, Salary",
Dexian India Technologies,3.5,IT Services & Consulting,"Work Satisfaction, Job Security, Promotions",
SPD Constructions,3.8,Bhubaneswar +14 other locations,"Salary, Skill Development","Work Life Balance, Work Satisfaction"
GTT Communications,3.3,Hardware & Networking,"Promotions, Salary, Work Satisfaction",
W3Softech India,4.0,IT Services & Consulting,"Skill Development, Company Culture, Work Life Balance",
Light & Wonder,3.8,Software Product,Salary,"Skill Development, Promotions, Work Satisfaction"
Gujarat State Petronet,4.0,Oil & Gas,"Work Life Balance, Job Security, Salary",Promotions
RKC Infrabiult Private Limited,3.7,Engineering & Construction,"Promotions, Work Satisfaction",
Sunbeam School,4.1,Education & Training,"Skill Development, Work Life Balance",
Sidwal Refrigeration Industries,4.2,Electrical Equipment,"Skill Development, Company Culture, Work Satisfaction",
Victoria's Secret,3.9,IT Services & Consulting,"Work Life Balance, Company Culture, Salary","Promotions, Job Security, Skill Development"
Naiknavare Developers,3.8,Real Estate,Promotions,
Techved Consulting,3.6,IT Services & Consulting,"Job Security, Promotions, Salary",
DOGUS SOMA JV,4.1,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction",
Western Coalfields,4.4,Metals & Mining,"Job Security, Salary, Company Culture",
Sage Metals,3.8,Metals & Mining,Promotions,
Jupiter Wagons,3.7,Railways,"Skill Development, Company Culture, Work Satisfaction",
SHRI LAKSHMI STEEL SUPPLIERS,4.1,Iron & Steel,"Job Security, Work Satisfaction, Salary",
Publicis Global Delivery,4.0,Media & Entertainment,"Work Life Balance, Job Security, Company Culture",Promotions
Ravi Infrabuild Projects,3.8,Engineering & Construction,"Work Satisfaction, Job Security, Promotions",
Verka milk dairy,4.1,Agriculture,"Company Culture, Work Life Balance, Work Satisfaction",
TripFactory,2.1,Internet,"Job Security, Promotions, Company Culture",
BizGurukul,4.1,EdTech,"Company Culture, Work Life Balance, Skill Development",
Newtronic Lifecare Equipment,4.0,Pharma,"Work Life Balance, Work Satisfaction, Skill Development",Promotions
Zimetrics Technologies,3.8,IT Services & Consulting,"Job Security, Skill Development",Salary
Ewac Alloys,4.1,Industrial Machinery,"Skill Development, Company Culture, Job Security","Promotions, Salary"
Complere Infosystem,4.3,Software Product,"Company Culture, Work Life Balance, Skill Development",
Etihad Airways,4.4,Aviation,"Company Culture, Work Life Balance, Job Security",
Bombay Hospital,3.5,Healthcare,"Promotions, Company Culture, Job Security",
Bausch & Lomb,3.8,Medical Equipment,"Salary, Work Life Balance","Promotions, Work Satisfaction, Skill Development"
Dairy Classic Ice Creams,4.2,Food Processing,"Job Security, Company Culture, Work Life Balance",Promotions
Teletext Holidays,3.3,Travel & Tourism,"Job Security, Promotions, Work Satisfaction",
PubMatic,3.5,IT Services & Consulting,"Promotions, Job Security, Salary",
Sourcefuse Technologies,2.9,IT Services & Consulting,"Work Satisfaction, Job Security, Promotions",
All Out,3.6,FMCG,"Promotions, Work Satisfaction, Skill Development",
Reserve Bank of India,4.7,Government,"Work Life Balance, Salary, Job Security",
LimeRoad,2.6,Internet,"Promotions, Job Security, Company Culture",
ETV Network,4.1,Broadcasting,"Work Life Balance, Skill Development",Promotions
L&T Power Transmission & Distribution,4.3,Power,"Job Security, Skill Development, Work Satisfaction",
Enfusion,3.2,FinTech,"Promotions, Job Security, Company Culture",
Karnataka Co-operative Milk Producers Federation,4.1,Food Processing,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Aditya Birla Lifestyle Brands,3.9,Bengaluru +37 other locations,"Job Security, Skill Development, Work Life Balance","Salary, Promotions"
Jodo,3.7,FinTech,"Job Security, Promotions, Skill Development",
Pramati Technologies,4.4,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance",
John Energy,3.9,Oil & Gas,"Work Life Balance, Job Security, Skill Development","Promotions, Salary"
JL Morison India,4.4,FMCG,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
CL Educate,3.6,Education & Training,"Promotions, Skill Development, Salary",
Amazon Pay,3.7,Bengaluru +30 other locations,"Promotions, Job Security, Work Satisfaction",
Share India Securities,3.7,Consumer Electronics & Appliances,Work Life Balance,"Promotions, Salary, Skill Development"
Factspan,3.3,IT Services & Consulting,"Salary, Promotions, Work Satisfaction",
7 Eleven,3.5,Retail,"Promotions, Work Satisfaction, Job Security",
Alniche Life Sciences,3.6,Pharma,Work Life Balance,Skill Development
Rakshit Drugs,3.8,Pharma,"Work Life Balance, Job Security",Promotions
GMP Technical Solutions,4.0,Industrial Machinery,"Company Culture, Job Security, Work Life Balance",Promotions
Capital Finserve,4.7,NBFC,"Work Satisfaction, Skill Development, Company Culture",
